OE;AN/Einheit;Ausstattung;Sachnummer;Inventarnr.;Gerätenr.;Kennzeichen;Prüfung;Letzte;"letztes 
Ergebnis";"letzte 
Nr";Fällig;Ergebnis;Durchführung;Nr;Prüfer;"Hinweis/Begründung zum
Prüfungsergebnis";"Art der
Empfehlung";"Datum der
Empfehlung";Empfehlung durch;"Bemerkung zur
Empfehlung"
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007368;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007369;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007370;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007371;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätskasten DIN 13157;2013;HERSTELLERUNABHÄNGIG - DIN 13157;6545T22010;0056-003342;HD 06/2025;;BT-Sanitätskasten;19.10.2019;i. O.;8;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Leiter, klapp;2011;NN - NN (s. Beschreibung);7105T11038;0055-005014;;;BT-Leiter allg.;19.10.2019;i. O.;9;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Jacke, Schnittschutz;2018;GRUBE - Schnittschutzjacke nach DIN EN 381-11 Rumpfschutz Klasse 1;8415T22885;0058-004371;Größe S;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Jacke, Schnittschutz;2018;GRUBE - Schnittschutzjacke nach DIN EN 381-11 Rumpfschutz Klasse 1;8415T22885;0058-004372;Größe XL;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Jacke, Schnittschutz;2018;SIP - Schnittschutzjacke, orange, EN381;8415T22885;0058-004464;Größe S;;BT-Schnittschutz;23.10.2018;i. O.;1;23.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009320;Größe 58;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009321;Größe 58;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009322;Größe 60;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-010218;Economy Plus;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2017;STIHL - verschiedene Grössen;8415T22886;0055-010219;Latzhose;;BT-Schnittschutz;24.10.2018;i. O.;2;24.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2013;STIHL - verschiedene Grössen;8415T22886;0058-004206;;;BT-Schnittschutz;23.10.2018;n. i. O.;5;23.10.2018;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2013;STIHL - verschiedene Grössen;8415T22886;0058-004207;;;BT-Schnittschutz;23.10.2018;i. O.;6;23.10.2019;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2016;GRUBE - verschiedene Grössen;8415T22886;0058-004208;größe60;;BT-Schnittschutz;24.10.2018;i. O.;3;24.10.2019;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2015;STIHL - verschiedene Grössen;8415T22886;0058-004209;Größe64;;BT-Schnittschutz;24.10.2017;i. O.;3;24.10.2018;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2017;WOODIX - verschiedene Grössen;8415T22886;0058-004210;hersteller: Watex;;BT-Schnittschutz;23.10.2017;i. O.;1;23.10.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2018;GRUBE - verschiedene Grössen;8415T22886;0058-004420;Gr.66;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Hose, Schnittschutz;2018;GRUBE - verschiedene Grössen;8415T22886;0058-004421;Gr.66;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Hose, Schnittschutz;2013;NOVOTEX - verschiedene Grössen;8415T22886;0058-004463;Größe 44;;BT-Schnittschutz;23.10.2018;i. O.;6;23.10.2019;;;;;;;
